district,year,month,avg_temp_max,avg_temp_min,sum_precipitation,avg_humidity,sum_sunshine_hours
Ibanda,2019,11,24.87,16.13,56.0,74.93,286.21
Sheema,2022,4,26.09,14.73,95.0,75.57,287.27
Sheema,2018,4,23.57,14.94,128.2,84.53,249.07
Masindi,2022,9,27.06,17.52,134.7,80.53,310.71
Ibanda,2022,4,26.07,16.1,109.6,72.57,285.72
Kyenjojo,2018,11,24.89,15.91,112.2,82.63,304.07
Masaka,2022,9,26.11,16.92,96.1,79.13,298.16
Kayunga,2021,7,26.69,16.74,87.7,75.48,324.84
Pakwach,2021,8,30.68,21.51,98.1,73.52,332.94
Kyenjojo,2018,1,28.74,16.6,6.7,51.65,322.47
Sheema,2021,9,25.75,14.95,126.8,77.57,300.66
Maracha,2017,10,26.82,18.25,105.6,77.52,307.31
Ntoroko,2017,5,30.95,21.88,152.9,69.65,347.72
Ntoroko,2022,10,29.94,20.82,48.4,71.74,328.73
Kabarole,2017,8,23.75,15.78,142.4,78.97,320.24
Masaka,2022,8,26.87,17.21,59.4,69.77,285.39
Alebtong,2019,8,27.22,18.18,126.6,79.39,334.35
Kyenjojo,2018,4,24.2,16.2,118.1,86.53,246.27
Lwengo,2017,11,25.12,16.34,155.0,80.7,299.31
Masindi,2022,10,27.64,18.34,80.0,77.19,290.53
Kayunga,2021,2,29.08,17.45,51.4,73.11,297.29
Lwengo,2022,12,26.0,16.11,50.5,77.48,312.33
Pallisa,2023,8,30.92,18.24,65.2,67.55,343.45
Alebtong,2019,7,27.19,18.05,119.3,78.71,333.76
Buliisa,2021,1,29.73,22.69,8.2,67.42,330.19
Lwengo,2017,8,25.67,17.3,95.9,75.74,323.7
Ibanda,2021,2,28.55,17.5,18.6,55.86,275.66
Buyende,2019,7,26.32,20.07,92.8,78.13,321.08
Kyenjojo,2018,7,28.39,16.14,27.0,55.87,304.3
Sheema,2021,8,27.17,15.05,70.5,65.45,321.13
Mubende,2021,5,25.45,16.22,100.8,82.0,302.69
Bunyangabu,2019,3,28.53,16.73,22.4,55.26,341.0
Masaka,2018,2,28.5,18.32,55.1,70.86,299.04
Sheema,2018,12,24.46,14.09,84.6,82.0,298.42
Bunyangabu,2019,11,25.37,15.74,70.7,68.33,298.1
Sheema,2018,3,24.96,14.56,70.9,81.68,283.63
Sheema,2021,2,27.33,15.43,22.3,67.93,285.75
Kabarole,2017,12,25.63,15.74,14.6,59.26,343.26
Masaka,2023,6,27.14,17.17,48.7,73.67,317.41
Alebtong,2022,3,34.86,20.58,29.6,44.9,334.26
Masaka,2017,10,26.01,17.32,87.0,81.65,332.68
Sheema,2022,9,25.2,14.25,111.7,79.83,297.51
Kayunga,2021,6,26.07,16.85,58.1,81.77,322.85
Bunyangabu,2019,10,24.49,15.06,105.2,70.42,316.13
Pallisa,2023,7,29.87,18.15,38.6,67.19,330.9
Kyenjojo,2018,6,26.38,15.72,36.2,70.83,306.19
Masaka,2017,12,26.34,17.35,58.3,79.71,327.58
Buliisa,2021,10,27.79,22.1,113.3,81.77,308.91
Buyende,2023,6,27.7,20.54,68.0,73.0,320.71
Ibanda,2022,3,28.05,16.85,46.7,59.87,312.68
Sheema,2022,1,26.65,14.48,31.8,67.45,283.36
Masaka,2018,7,24.78,16.94,20.3,68.06,343.76
Masaka,2018,11,26.2,17.52,96.9,81.93,299.7
Buyende,2023,7,28.74,20.18,32.5,66.1,343.67
Ibanda,2021,9,24.87,15.73,141.6,77.5,278.68
Masaka,2021,8,26.91,17.14,44.9,70.9,338.78
Lwengo,2022,3,28.28,17.45,63.0,71.06,318.54
Ntoroko,2021,12,32.09,21.73,27.3,61.03,313.48
Ibanda,2022,9,24.42,15.4,149.5,77.8,296.43
Lwengo,2017,1,29.73,17.38,17.7,63.13,346.53
Pallisa,2023,9,29.51,18.37,153.1,76.73,315.57
Pallisa,2023,12,30.81,18.73,57.7,70.61,329.5
Ntoroko,2021,8,30.62,21.16,41.0,65.55,331.68
Masaka,2019,1,27.16,17.45,79.6,78.32,322.71
Bunyangabu,2019,2,28.71,16.86,21.9,51.61,299.61
Masaka,2021,11,28.63,17.92,60.9,69.5,300.45
Ibanda,2022,8,25.49,15.39,115.7,69.77,275.42
Masaka,2022,12,26.28,16.65,69.0,77.48,308.34
Kayunga,2021,3,28.72,18.01,72.0,77.74,320.71
Masindi,2022,11,26.26,17.65,149.4,83.03,247.99
Mubende,2021,3,28.17,17.02,73.0,69.9,318.12
Alebtong,2019,11,28.97,18.47,122.9,71.5,304.3
Kayunga,2021,11,30.54,18.16,72.7,69.87,300.63
Masaka,2023,5,26.44,17.27,87.3,80.23,315.91
Masaka,2017,6,24.99,16.69,51.6,78.33,322.94
Maracha,2017,2,31.82,20.43,8.0,44.07,309.09
Pallisa,2023,5,29.44,18.25,68.5,77.68,331.76
Ibanda,2022,6,26.3,15.48,12.5,59.07,298.77
Masaka,2017,9,25.77,17.3,143.7,81.9,295.71
Pakwach,2021,3,34.09,23.33,45.6,59.35,335.38
Ntoroko,2022,6,29.25,20.16,59.3,69.47,315.17
Buyende,2019,3,32.55,21.84,22.8,58.42,348.37
Lwengo,2017,6,26.22,17.14,32.0,70.03,329.16
Buyende,2023,3,28.26,20.28,228.0,71.48,307.18
Pakwach,2021,9,29.84,21.35,158.0,79.83,289.51
Bunyangabu,2019,12,25.66,15.48,64.0,69.19,321.7
Lwengo,2022,7,27.64,17.3,7.0,54.87,333.34
Mubende,2021,6,27.34,16.01,38.5,67.1,319.69
Ntoroko,2021,5,29.51,21.34,88.2,74.35,317.16
Lwengo,2017,3,27.53,17.54,63.9,73.97,325.91
Buyende,2023,1,29.79,19.45,9.6,61.68,347.74
Buliisa,2021,9,27.14,21.76,167.5,82.03,295.33
Buyende,2019,12,26.8,20.06,139.3,76.45,312.03
Ibanda,2021,5,25.23,16.02,90.6,73.61,307.6
Ibanda,2019,7,25.73,15.8,51.1,67.68,321.08
Lwengo,2022,11,25.81,16.77,156.2,81.67,277.49
Ntoroko,2021,2,35.18,23.28,2.8,41.93,297.36
Sheema,2022,10,25.95,14.31,77.2,77.61,321.25
Sheema,2018,2,28.03,15.61,31.3,66.75,276.12
Bunyangabu,2019,5,25.57,16.44,90.9,68.45,332.51
Sheema,2022,8,25.98,14.1,115.6,71.1,271.52
Sheema,2018,8,26.4,14.43,66.6,68.81,294.46
Kayunga,2021,4,26.03,18.13,206.6,86.4,277.51
Masaka,2023,12,26.72,17.53,82.2,80.35,302.52
Ibanda,2017,10,25.4,16.38,73.8,73.19,327.35
Lwengo,2017,7,26.72,17.36,37.4,70.42,326.26
Lwengo,2017,9,26.56,17.0,108.2,78.1,298.99
Bunyangabu,2019,1,27.5,16.27,35.0,55.29,331.78
Ibanda,2017,12,27.14,16.69,12.2,59.94,317.46
Masaka,2023,1,28.83,16.82,23.2,66.35,337.25
Ibanda,2022,7,27.55,16.55,15.8,48.0,279.79
Masaka,2017,4,25.99,18.11,90.1,79.6,292.82
Mubende,2021,2,30.0,17.42,14.3,57.86,268.71
Mubende,2021,8,27.79,16.14,75.7,68.55,323.07
Pakwach,2021,1,34.03,22.13,8.0,57.48,331.21
Ibanda,2019,9,26.42,16.03,127.0,73.23,294.33
Ibanda,2019,12,24.48,15.81,88.5,76.45,314.15
Alebtong,2019,3,35.25,20.55,4.6,41.06,347.12
Buyende,2023,9,28.26,20.38,164.6,73.17,318.49
Sheema,2022,7,27.31,14.64,7.3,49.35,271.53
Alebtong,2022,6,28.58,17.85,76.7,68.33,326.21
Ibanda,2019,8,26.81,16.1,79.3,66.94,306.04
Maracha,2017,6,27.65,18.71,55.7,71.9,330.52
Ntoroko,2021,1,33.49,22.73,3.1,50.23,316.23
Masaka,2021,7,25.85,17.45,22.8,64.39,330.13
Maracha,2017,7,26.41,17.83,133.1,78.97,299.59
Masindi,2022,8,26.54,17.36,134.1,78.32,287.72
Pakwach,2021,2,35.61,22.72,1.5,44.11,302.49
Buyende,2019,6,25.87,20.41,131.5,80.63,306.61
Sheema,2018,1,25.91,14.75,9.8,67.68,306.18
Sheema,2018,10,25.18,14.87,129.6,79.19,304.08
Kyenjojo,2018,12,25.3,15.98,77.8,77.71,303.81
Alebtong,2022,5,29.18,18.59,96.9,71.68,327.63
Ibanda,2021,3,27.13,17.13,89.9,63.19,310.26
Ntoroko,2022,9,28.97,20.19,71.4,75.4,308.19
Kyenjojo,2018,8,26.33,15.81,100.1,73.0,311.1
Sheema,2021,7,27.91,15.31,7.4,49.94,271.86
Masaka,2017,3,26.86,17.84,70.3,78.16,309.83
Masaka,2022,10,28.15,17.45,67.6,71.81,325.08
Buyende,2023,12,29.68,20.93,34.7,69.0,335.43
Kyenjojo,2018,3,25.54,16.29,70.6,81.23,285.16
Buyende,2019,10,25.88,20.27,275.2,80.74,315.28
Masaka,2017,8,25.21,17.26,113.0,80.68,312.41
Alebtong,2019,12,28.48,18.1,67.1,70.77,321.47
Ibanda,2017,3,26.43,16.85,41.9,66.61,336.39
Buyende,2019,2,32.58,21.56,34.2,54.14,315.88
Alebtong,2022,7,28.05,18.12,112.3,68.39,325.86
Kabarole,2017,1,27.33,15.91,12.0,46.9,350.97
Ntoroko,2022,1,32.54,22.09,20.7,50.84,301.91
Masaka,2023,10,28.37,18.42,89.1,71.42,298.8
Masaka,2021,1,26.42,17.09,85.1,78.35,289.37
Masaka,2022,2,27.91,18.05,48.3,72.57,251.61
Buyende,2023,2,32.1,21.07,7.0,54.14,309.11
Alebtong,2022,11,32.01,19.0,35.0,60.87,295.58
Alebtong,2019,1,34.26,19.75,11.1,38.42,328.89
Sheema,2022,2,27.51,15.11,24.9,66.36,260.99
Buliisa,2021,3,30.59,23.7,31.7,64.97,336.62
Ibanda,2021,10,25.68,16.24,132.4,76.16,308.27
Masaka,2022,4,25.86,17.55,111.4,80.2,278.02
Sheema,2021,4,25.42,14.71,117.9,77.53,305.12
Masaka,2021,12,26.92,18.06,107.7,77.32,300.07
Ibanda,2022,10,25.2,15.81,109.2,74.26,315.85
Sheema,2021,11,25.97,14.42,110.3,78.27,287.24
Masaka,2019,6,25.26,17.53,94.7,81.6,301.57
Pakwach,2021,12,34.78,22.39,6.1,58.42,317.5
Masaka,2018,3,25.72,17.55,165.6,82.16,275.42
Buliisa,2021,11,28.56,22.3,57.8,77.57,318.77
Kabarole,2017,11,23.35,15.54,111.8,77.1,303.15
Ntoroko,2021,7,29.74,21.05,47.3,66.03,315.84
Buyende,2019,9,26.96,20.73,121.6,77.97,315.64
Sheema,2018,7,26.28,14.0,13.8,54.97,308.33
Kayunga,2021,8,28.05,16.97,103.7,75.55,332.59
Ntoroko,2021,3,33.85,22.74,31.8,54.9,328.52
Pallisa,2023,4,28.85,18.53,199.6,79.53,283.32
Kabarole,2017,3,25.61,16.22,45.7,71.42,339.66
Lwengo,2022,5,26.45,16.87,51.7,75.9,321.82
Ibanda,2021,4,25.58,16.03,106.7,72.1,291.34
Buliisa,2021,12,30.16,22.23,29.2,69.55,326.13
Lwengo,2022,8,26.86,16.78,84.6,70.1,286.69
Ibanda,2017,2,26.63,16.88,38.7,61.93,302.18
Masindi,2022,1,30.83,18.56,25.8,51.0,304.21
Buyende,2023,11,27.76,20.43,181.4,76.43,302.51
Kyenjojo,2018,9,25.9,15.65,119.6,79.37,308.86
Masaka,2018,9,26.2,16.97,93.0,79.93,322.42
Masaka,2023,7,27.73,17.63,22.3,60.39,336.35
Pakwach,2021,4,31.45,22.48,75.2,73.03,314.01
Pakwach,2021,6,30.83,21.8,51.2,68.07,310.94
Ibanda,2017,7,26.6,16.66,37.4,62.52,296.38
Masaka,2021,10,28.27,18.09,82.0,71.74,315.86
Kabarole,2017,9,23.92,15.29,117.0,81.3,310.47
Ntoroko,2017,2,33.74,23.24,41.1,51.14,303.23
Alebtong,2019,5,28.66,19.56,160.3,77.71,325.79
Kayunga,2021,10,29.27,17.8,119.6,77.29,324.14
Masaka,2019,2,28.61,18.32,57.2,71.0,287.34
Ibanda,2019,5,25.24,16.4,92.2,76.97,325.42
Alebtong,2019,9,28.81,18.69,95.1,73.33,323.45
Sheema,2021,6,27.53,14.73,9.2,57.27,297.18
Lwengo,2022,4,26.39,17.19,81.0,77.07,288.84
Ibanda,2017,5,25.09,16.23,49.3,70.77,334.45
Pallisa,2023,10,29.84,18.85,147.1,76.52,312.07
Sheema,2021,5,25.45,14.79,43.7,75.68,306.91
Masaka,2023,11,26.18,18.09,169.7,81.3,235.8
Masaka,2019,7,25.85,16.93,62.5,77.55,320.01
Lwengo,2017,10,26.65,17.02,84.2,77.74,334.61
Mubende,2021,9,26.31,16.41,163.7,80.57,288.5
Kyenjojo,2018,2,29.71,17.68,37.6,56.5,286.15
Pallisa,2023,11,28.79,18.42,139.8,79.7,298.98
Maracha,2017,4,30.24,20.01,43.1,62.17,329.01
Masaka,2019,10,24.94,17.4,182.1,84.61,259.01
Ntoroko,2017,6,30.8,21.39,46.9,67.8,326.77
Kabarole,2017,5,24.18,17.09,55.5,71.84,350.08
Alebtong,2022,2,33.76,20.25,1.1,42.11,296.07
Masaka,2022,3,27.85,17.75,68.0,73.81,318.06
Buliisa,2021,8,27.6,21.83,98.7,77.71,334.87
Ibanda,2017,6,27.12,17.02,4.6,55.13,300.87
Masaka,2021,3,27.73,18.14,68.6,72.32,307.07
Mubende,2021,1,28.51,16.57,12.6,64.71,298.22
Ntoroko,2021,6,30.91,21.21,35.2,61.3,324.79
Pakwach,2021,10,31.15,21.74,99.2,77.06,310.74
Masaka,2019,11,25.28,17.22,99.8,83.87,272.85
Lwengo,2017,2,27.65,17.34,57.5,72.25,286.49
Alebtong,2022,10,31.9,18.99,93.6,57.97,326.9
Masaka,2017,11,24.91,16.75,133.5,83.77,296.2
Maracha,2017,3,31.02,20.03,23.9,54.58,349.92
Kabarole,2017,6,25.47,16.81,16.9,63.93,331.38
Pakwach,2021,11,32.92,22.09,55.3,68.4,320.82
Ibanda,2017,4,26.04,16.96,68.9,67.67,317.41
Masaka,2018,1,27.72,17.38,45.6,71.94,323.17
Masaka,2023,8,27.76,18.18,45.7,68.48,330.41
Masaka,2021,4,24.44,17.2,151.3,85.97,252.99
Masaka,2018,5,24.03,16.75,85.0,85.29,298.8
Buyende,2019,8,26.62,20.35,147.1,77.9,332.22
Masaka,2017,2,27.23,17.68,87.4,75.43,283.59
Bunyangabu,2019,7,25.61,15.85,21.3,61.0,324.08
Masindi,2022,7,28.49,17.88,32.1,63.65,303.94
Masaka,2017,1,29.23,17.39,25.4,67.13,348.29
Alebtong,2019,10,27.83,18.29,168.0,80.58,320.8
Buliisa,2021,5,27.46,22.62,144.9,81.0,305.25
Ibanda,2021,12,25.19,16.54,70.7,72.42,304.86
Sheema,2022,3,27.56,14.87,73.2,68.0,308.47
Sheema,2021,3,26.52,15.08,65.3,70.81,311.36
Ntoroko,2022,8,28.12,20.0,92.8,75.87,302.38
Sheema,2022,12,23.9,13.67,124.5,83.42,308.76
Masaka,2018,8,26.39,16.85,88.0,75.26,322.34
Masaka,2022,6,26.0,16.68,30.0,68.87,325.18
Mubende,2021,4,25.78,16.17,120.1,81.17,299.85
Alebtong,2022,12,32.61,18.76,20.9,51.16,321.31
Sheema,2018,11,24.99,14.65,72.8,80.73,308.57
Sheema,2022,11,24.02,14.73,213.4,84.7,264.06
Sheema,2018,9,26.03,14.08,61.2,76.97,309.09
Ntoroko,2017,1,35.25,22.56,0.8,34.9,350.56
Pallisa,2023,6,29.02,18.27,107.7,76.8,313.15
Ibanda,2022,5,25.75,15.86,65.0,72.03,322.32
Ibanda,2017,8,25.52,16.43,94.1,69.94,287.72
Masindi,2022,5,27.87,18.22,58.0,77.16,315.36
Alebtong,2022,1,33.4,19.83,13.9,38.68,306.6
Alebtong,2019,2,35.26,20.48,15.6,36.11,310.56
Masaka,2019,5,24.47,17.64,121.8,87.13,268.41
Ibanda,2021,11,25.22,15.87,92.4,74.33,290.54
Ibanda,2021,7,28.29,16.74,23.6,48.45,261.55
Pallisa,2023,3,29.43,18.2,159.9,75.06,294.18
Ntoroko,2021,10,30.96,21.43,63.1,70.0,314.34
Ibanda,2021,1,26.82,16.4,42.7,63.39,296.39
Lwengo,2022,2,28.34,17.66,23.4,70.93,257.09
Bunyangabu,2019,4,26.97,16.8,48.0,62.2,310.08
Buyende,2019,4,29.73,21.45,96.7,70.77,309.9
Ntoroko,2022,11,28.7,20.78,100.3,77.1,265.18
Ibanda,2022,11,23.31,15.61,176.1,83.57,247.36
Alebtong,2019,6,26.54,18.62,142.9,82.13,303.72
Maracha,2017,11,27.69,18.13,59.7,66.63,311.86
Mubende,2021,7,27.95,16.43,30.7,61.68,299.84
Ibanda,2022,12,23.62,15.26,76.5,77.58,316.99
Kabarole,2017,2,25.73,16.39,57.7,64.89,304.39
Masaka,2021,5,24.73,17.09,114.4,83.94,291.97
Masindi,2022,4,28.66,18.45,165.9,75.7,277.04
Mubende,2021,10,27.15,16.65,109.4,79.74,299.26
Ntoroko,2021,9,29.64,21.18,93.2,73.43,304.75
Masaka,2017,5,24.55,17.31,95.8,83.03,306.94
Lwengo,2022,6,26.46,16.61,24.2,65.13,328.15
Ibanda,2017,11,23.92,15.85,72.6,75.13,303.9
Kayunga,2021,1,27.09,16.81,52.1,82.68,321.07
Masaka,2018,6,24.73,16.16,28.1,77.9,326.47
Ibanda,2019,1,26.64,16.62,15.7,65.45,329.69
Ibanda,2022,1,26.87,16.08,37.0,61.19,280.43
Ibanda,2017,1,28.53,17.14,9.7,46.9,344.56
Maracha,2017,5,28.04,19.11,59.1,72.58,346.07
Masaka,2019,4,26.38,18.25,80.6,81.23,273.73
Sheema,2018,6,25.58,13.49,36.1,67.77,314.71
Buliisa,2021,6,28.36,22.1,32.9,73.8,323.05
Pakwach,2021,7,29.86,21.46,56.7,71.29,288.5
Buyende,2019,1,31.39,20.63,4.9,59.19,343.07
Ntoroko,2017,3,34.45,23.05,28.7,55.39,339.58
Masaka,2022,7,26.44,17.46,9.4,58.68,338.55
Masaka,2019,3,29.15,18.47,51.8,69.81,321.17
Ibanda,2021,6,27.66,16.74,19.3,52.87,312.9
Ntoroko,2017,10,30.65,21.85,64.5,69.9,325.32
Ntoroko,2022,3,33.64,22.44,36.0,53.26,328.53
Ntoroko,2022,4,30.96,21.55,113.1,68.87,285.04
Mubende,2021,11,27.49,16.21,62.4,75.1,294.5
Alebtong,2019,4,32.81,20.72,52.9,58.53,320.9
Buliisa,2021,7,27.51,21.69,67.6,76.32,296.64
Buyende,2023,8,30.22,20.84,56.3,64.1,347.84
Masaka,2022,11,25.82,17.22,168.2,82.1,272.12
Buyende,2019,11,26.87,20.53,195.2,77.53,297.09
Ibanda,2019,2,28.71,17.37,13.8,57.86,285.21
Masaka,2017,7,25.61,17.18,63.7,76.61,316.65
Masindi,2022,3,31.96,19.37,82.5,56.9,328.97
Ibanda,2019,3,28.44,17.45,29.6,60.35,332.15
Alebtong,2022,4,31.85,19.83,164.5,62.07,302.59
Kayunga,2021,9,26.82,17.69,147.7,84.1,283.19
Maracha,2017,1,32.66,19.91,0.2,28.19,347.49
Maracha,2017,12,31.43,19.27,0.5,35.9,332.07
Masindi,2022,6,27.42,17.52,57.5,71.27,307.25
Kyenjojo,2018,5,24.76,16.09,61.5,81.35,325.09
Masaka,2018,4,24.25,17.24,156.1,85.9,244.47
Ibanda,2019,10,24.22,15.75,140.6,79.16,298.62
Sheema,2022,6,26.24,13.7,5.6,60.0,306.36
Masindi,2022,2,31.41,19.18,6.8,48.5,284.17
Ntoroko,2022,12,29.81,20.25,41.6,69.61,316.16
Sheema,2021,10,26.2,14.98,94.2,78.32,318.94
Kabarole,2017,7,24.44,15.58,81.1,77.71,330.02
Ntoroko,2017,9,30.2,21.46,89.5,71.07,315.8
Masaka,2019,9,26.12,17.39,105.6,81.43,312.76
Ibanda,2021,8,27.17,16.62,65.0,61.58,324.47
Bunyangabu,2019,8,25.62,15.75,90.6,64.94,321.67
Ntoroko,2017,11,30.34,21.27,47.6,68.57,305.09
Masaka,2019,8,26.33,17.25,93.6,77.87,320.87
Pallisa,2023,2,33.71,18.78,13.0,54.64,304.72
Ntoroko,2021,4,31.33,21.8,91.2,68.13,317.85
Pakwach,2021,5,29.25,21.94,114.1,79.9,304.01
Sheema,2021,12,25.53,14.69,85.4,77.03,303.76
Bunyangabu,2019,9,26.13,15.65,91.3,66.47,316.92
Masaka,2021,9,26.43,17.51,113.9,78.9,289.81
Buyende,2023,10,28.51,20.96,200.3,74.0,318.2
Lwengo,2017,5,25.15,17.14,60.8,78.19,327.75
Masaka,2023,4,25.35,17.52,159.1,82.57,244.05
Ntoroko,2021,11,32.47,21.65,36.9,62.13,313.01
Ntoroko,2022,7,29.55,20.42,46.2,62.61,313.62
Sheema,2022,5,26.15,14.29,56.4,73.16,322.03
Alebtong,2022,8,27.0,17.51,166.6,78.1,313.92
Rukiga,2023,4,19.9,10.59,136.0,82.5,300.31
Rukiga,2022,1,20.04,10.62,78.0,73.68,296.53
Alebtong,2021,10,31.35,19.28,67.0,62.65,328.49
Alebtong,2018,8,29.17,18.48,109.3,68.16,325.8
Iganga,2024,4,26.54,18.86,278.3,84.97,299.11
Alebtong,2023,9,30.21,18.89,106.4,67.07,320.79
Alebtong,2021,8,29.08,18.75,91.7,65.84,325.97
Ibanda,2018,6,25.5,15.71,51.8,64.4,293.95
Pallisa,2017,12,30.71,18.1,18.8,66.97,339.75
Pallisa,2019,3,33.21,19.25,54.5,61.65,345.95
Pallisa,2021,9,27.58,18.34,193.9,83.2,294.26
Buikwe,2020,11,24.69,17.79,241.5,87.6,276.1
Masindi,2021,6,28.12,17.94,25.1,68.57,330.84
Lwengo,2023,4,25.75,16.97,127.5,80.47,263.19
Buyende,2017,5,27.7,21.05,81.5,75.32,339.31
Pallisa,2019,2,33.16,19.19,15.7,58.11,314.3
Bugiri,2024,5,27.36,18.77,180.1,81.94,319.23
Rukiga,2017,3,20.65,10.51,90.7,77.55,327.85
Alebtong,2021,5,27.39,18.73,118.8,77.58,301.92
Pallisa,2018,12,28.35,18.19,103.4,77.0,323.77
Rukiga,2023,3,20.29,10.8,226.1,82.13,261.51
Buyende,2018,5,26.29,20.18,134.3,80.1,317.75
Buyende,2018,10,28.03,20.83,135.4,73.35,326.06
Rukiga,2018,5,19.1,11.11,43.8,80.13,325.39
Alebtong,2018,2,35.28,21.36,6.1,35.46,301.7
Rukiga,2019,8,20.23,10.65,80.8,71.9,313.82
Buikwe,2020,10,25.11,18.0,220.9,87.81,278.52
Buikwe,2020,12,25.02,17.9,107.2,83.55,320.04
Ibanda,2018,11,24.54,16.18,97.3,77.77,311.42
Lwengo,2019,7,26.57,16.68,54.6,73.52,319.75
Rukiga,2019,12,19.29,10.86,154.0,85.03,311.32
Rukiga,2018,9,20.08,10.04,67.6,75.93,311.88
Alebtong,2023,8,31.38,18.96,60.0,56.58,342.13
Ntoroko,2019,9,30.98,21.64,52.8,71.4,313.29
Alebtong,2017,8,27.89,18.56,91.7,74.06,339.19
Iganga,2020,6,25.45,17.55,91.3,84.47,319.8
Budaka,2020,12,27.97,17.37,33.6,77.32,338.55
Pallisa,2018,5,26.77,18.2,107.3,84.1,307.63
Rukiga,2018,10,19.86,10.52,173.4,78.9,304.9
Rukiga,2019,5,19.27,11.2,92.5,85.68,325.28
Rukiga,2017,9,20.3,10.71,104.4,77.03,291.15
Bugiri,2024,3,29.89,19.01,120.0,74.03,341.11
Iganga,2024,8,28.72,17.39,81.8,75.1,324.59
Bugiri,2020,4,26.35,18.88,209.5,84.77,276.41
Mukono,2024,8,27.76,16.78,59.6,77.0,318.38
Alebtong,2018,5,26.76,18.54,158.1,82.03,312.69
Buyende,2017,1,33.16,20.78,3.5,44.77,346.49
Buyende,2017,12,30.77,20.75,3.5,60.81,339.67
Bugiri,2024,7,28.42,17.81,90.2,74.16,322.54
Budaka,2020,7,25.89,17.86,153.5,81.32,286.02
Buikwe,2024,2,27.27,18.92,80.7,79.28,301.85
Alebtong,2017,7,27.4,18.46,126.7,78.26,334.86
Rukiga,2019,4,20.23,10.97,134.3,81.83,304.93
Budaka,2020,3,28.38,18.84,359.5,81.26,308.15
Budaka,2020,11,26.79,17.82,196.5,83.1,310.97
Rukiga,2017,6,20.82,11.35,3.4,62.13,312.24
Ibanda,2018,8,26.34,15.97,76.0,66.13,291.18
Ntoroko,2019,5,30.55,21.98,111.3,73.1,333.14
Rukiga,2022,3,20.83,10.59,116.0,74.87,318.2
Buikwe,2024,12,25.89,17.98,115.5,80.35,308.94
Pallisa,2017,2,31.93,18.85,40.5,62.32,312.4
Pallisa,2019,7,26.81,17.96,95.3,82.94,314.81
Buyende,2018,3,27.91,20.59,93.2,74.81,300.85
Buikwe,2024,7,25.8,17.47,134.5,80.52,309.98
Iganga,2024,2,28.68,18.62,99.3,76.86,314.57
Pakwach,2017,4,32.86,23.24,73.8,66.47,332.05
Budaka,2020,9,27.43,17.88,232.5,81.33,316.92
Pakwach,2017,8,29.6,21.4,109.1,80.1,344.0
Alebtong,2017,10,30.35,19.21,112.3,66.45,317.45
Buikwe,2020,1,26.25,18.46,137.4,77.35,300.62
Ntoroko,2019,6,28.93,21.42,63.1,77.13,303.36
Rukiga,2017,1,21.94,10.87,20.1,59.84,345.78
Ntoroko,2019,12,30.74,21.55,44.6,68.52,322.93
Mukono,2024,1,27.71,17.69,61.8,76.71,304.65
Buyende,2021,12,30.73,21.1,15.8,61.42,326.94
Alebtong,2018,4,27.21,18.83,212.3,79.7,252.24
Rukiga,2021,12,19.46,10.66,126.2,80.13,304.67
Buikwe,2020,7,23.83,17.18,195.0,82.77,284.3
Lwengo,2019,8,26.75,16.95,84.2,74.68,318.54
Ntoroko,2019,1,34.54,22.75,2.7,51.35,334.14
Buyende,2017,10,28.08,21.03,80.0,72.87,327.43
Budaka,2020,5,26.91,18.6,264.5,85.26,320.92
Rukiga,2017,11,19.19,10.28,100.2,80.6,304.94
Lwengo,2021,11,28.23,17.31,73.8,70.37,295.93
Buyende,2017,9,27.45,20.74,146.7,75.87,325.64
Alebtong,2023,3,30.94,19.27,169.3,62.74,289.14
Ntoroko,2019,7,29.65,21.01,45.4,71.45,320.64
Rukiga,2017,12,19.86,10.54,30.8,73.84,337.13
Buyende,2021,2,30.34,21.2,5.7,59.93,300.25
Iganga,2020,7,25.06,17.38,132.4,82.13,299.06
Masindi,2021,5,26.67,18.28,93.3,80.1,291.68
Masindi,2021,10,27.61,18.42,104.1,79.65,301.12
Masindi,2021,4,27.52,18.37,135.4,79.17,309.9
Bugiri,2020,3,26.93,18.91,276.1,84.29,302.49
Buyende,2018,7,26.36,19.69,56.1,73.68,333.38
Buyende,2017,7,27.09,20.52,108.2,73.52,323.36
Lwengo,2019,4,27.35,18.01,79.1,76.43,292.92
Lwengo,2019,11,25.78,16.97,63.6,80.7,283.72
Rukiga,2017,10,20.43,10.5,124.9,78.06,319.45
Ibanda,2018,12,24.55,16.15,78.2,74.65,305.86
Pakwach,2017,2,35.83,23.55,26.1,52.43,312.45
Alebtong,2018,6,26.54,18.01,113.7,80.47,303.64
Rukiga,2019,2,20.81,10.81,57.9,74.07,295.76
Mukono,2024,4,25.57,18.47,298.9,86.43,271.9
Bugiri,2024,11,27.92,18.32,254.7,79.0,289.13
Iganga,2024,1,27.58,18.14,165.4,78.77,311.39
Pallisa,2019,11,27.3,18.49,138.3,82.37,293.57
Lwengo,2023,7,28.2,17.15,16.6,58.45,338.4
Rukiga,2021,3,20.04,10.93,113.6,76.45,316.28
Bugiri,2024,1,27.55,18.35,153.5,79.03,315.06
Buikwe,2024,8,26.3,17.15,79.7,81.03,319.54
Ibanda,2018,1,27.61,16.66,10.0,55.0,301.36
Rukiga,2023,10,20.75,10.83,88.8,77.48,325.96
