district,year,month,avg_temp_max,avg_temp_min,sum_precipitation,avg_humidity,sum_sunshine_hours
Mukono,2023,5,25.81,17.46,110.8,84.45,328.55
Moroto,2020,1,28.7,18.95,45.5,51.32,324.92
Kitgum,2020,5,29.21,19.72,209.1,79.94,320.36
Budaka,2018,1,30.31,17.56,9.5,63.39,343.92
Kwania,2019,9,27.7,18.25,127.7,79.83,322.36
Iganga,2018,12,26.23,17.72,145.5,83.39,311.08
Dokolo,2023,9,29.4,17.95,161.2,76.23,313.12
Mukono,2023,2,29.11,17.9,45.9,70.43,296.28
Kasese,2019,2,31.98,20.84,16.1,48.54,297.05
Buikwe,2021,6,24.6,17.66,75.0,79.73,320.17
Budaka,2018,11,27.99,17.96,128.0,79.5,318.67
Kwania,2019,12,27.62,18.22,114.6,75.29,309.34
Kamwenge,2023,1,28.77,16.83,7.9,60.77,338.42
Iganga,2023,10,28.08,18.45,209.0,80.58,315.62
Moroto,2020,8,24.59,16.91,188.7,79.0,315.87
Kaliro,2019,11,26.86,18.29,183.8,83.9,278.41
Kamwenge,2023,4,26.51,16.6,156.8,79.47,294.54
Rubirizi,2022,9,25.42,16.15,128.0,80.83,301.79
Iganga,2022,7,27.42,17.22,46.1,69.94,324.74
Budaka,2017,9,27.41,18.2,216.0,80.97,317.23
Kaliro,2022,1,31.02,17.86,59.7,62.87,311.27
Mukono,2023,3,25.71,17.08,188.4,82.39,277.14
Kitgum,2020,4,31.93,20.91,80.8,63.27,290.62
Bugiri,2023,10,28.47,18.44,210.9,79.68,318.81
Kamwenge,2019,12,26.34,16.5,171.4,80.29,311.86
Kasese,2022,2,30.5,20.08,4.8,51.57,264.42
Kasese,2022,7,30.48,20.32,22.6,41.65,288.4
Buikwe,2021,8,25.49,17.2,113.8,78.77,335.65
Kasese,2019,8,29.23,19.6,125.4,61.94,311.91
Kwania,2023,2,33.54,20.31,16.2,39.68,294.04
Iganga,2023,11,26.75,18.09,260.1,84.5,280.34
Kaliro,2022,3,31.32,18.89,84.1,70.03,341.42
Kaliro,2022,12,27.45,17.07,102.8,79.68,314.87
Buikwe,2018,3,25.26,18.39,181.7,85.32,271.14
Iganga,2023,1,28.15,16.47,27.4,72.81,349.17
Dokolo,2023,1,32.08,17.61,1.8,51.19,334.69
Kwania,2019,4,30.91,20.19,87.8,67.57,317.6
Bugiri,2023,2,30.91,18.47,45.7,64.86,312.52
Bugiri,2023,4,26.46,18.1,354.3,84.33,275.14
Moroto,2020,3,28.82,19.2,81.5,63.45,326.17
Kaliro,2022,4,28.61,18.77,219.6,78.3,283.87
Kwania,2023,1,32.42,18.87,3.0,43.71,334.43
Bugiri,2022,3,29.9,18.38,140.9,72.71,343.12
Buikwe,2021,4,24.63,18.48,238.2,87.3,268.91
Kwania,2019,5,27.68,19.43,204.0,81.29,315.45
Moroto,2020,10,25.55,17.36,132.2,74.06,326.91
Buikwe,2022,8,24.58,16.86,112.8,80.74,286.71
Budaka,2019,3,32.28,19.0,53.2,62.71,344.38
Kwania,2023,10,29.65,18.94,162.4,74.19,311.59
Bugiri,2018,8,26.09,16.95,123.1,81.0,315.72
Bugiri,2023,3,27.34,17.84,302.0,78.9,285.03
Buikwe,2018,6,24.06,17.17,142.5,84.5,304.59
Iganga,2019,11,25.62,18.11,197.9,85.83,280.43
Iganga,2017,9,26.47,17.81,221.5,83.57,304.6
Buikwe,2022,6,24.38,17.11,76.0,79.67,311.73
Kamwenge,2022,11,24.85,16.42,302.1,86.77,253.81
Kamwenge,2019,6,25.97,17.07,145.4,78.67,288.67
Bugiri,2023,8,29.24,18.18,69.4,70.13,342.51
Iganga,2019,3,29.56,18.68,81.7,74.97,348.13
Bugiri,2022,2,28.27,18.12,113.9,76.04,289.46
Buikwe,2021,7,24.45,17.27,76.3,75.71,326.24
Rubirizi,2022,2,28.69,17.39,16.1,61.39,275.3
Iganga,2017,2,29.54,18.79,113.5,71.54,315.33
Kamwenge,2019,5,27.46,17.3,82.0,77.23,326.09
Kamwenge,2021,1,28.51,17.63,70.9,66.81,309.61
Kagadi,2019,12,25.77,17.0,108.4,79.94,311.86
Rubirizi,2021,6,28.34,16.65,18.0,59.8,313.96
Mukono,2022,7,25.96,16.31,33.9,72.06,335.01
Bugiri,2017,2,30.58,19.08,96.5,67.25,316.42
Kagadi,2019,5,28.56,18.19,116.2,75.65,325.25
Mityana,2023,8,27.19,17.43,42.3,73.39,335.69
Kagadi,2021,8,27.79,17.17,97.0,70.68,317.76
Bugiri,2017,3,29.09,18.93,116.1,75.32,345.02
Iganga,2021,12,28.56,18.29,94.3,74.48,314.6
Kaliro,2017,4,28.88,19.28,147.3,77.0,317.23
Rubirizi,2021,3,28.06,17.28,97.3,68.42,317.17
Dokolo,2022,1,31.8,18.25,41.0,52.03,310.34
Kasese,2021,2,31.71,21.06,4.8,45.5,284.68
Kasese,2023,2,31.99,20.48,13.1,42.29,291.05
Kiboga,2019,1,31.79,18.67,7.6,55.58,335.61
Mityana,2023,9,27.3,17.54,91.4,79.93,316.0
Budaka,2021,12,31.32,18.45,23.5,63.94,329.19
Mukono,2019,4,26.61,18.71,172.5,83.33,282.36
Mukono,2021,1,25.52,17.07,48.5,82.55,311.26
Kabale,2019,11,22.17,13.72,117.1,81.47,279.66
Soroti,2019,7,26.57,17.39,129.9,82.55,327.72
Butebo,2022,8,27.0,17.57,197.5,79.35,294.44
Mukono,2021,3,27.24,18.12,73.6,77.03,314.77
Mukono,2021,5,24.44,17.38,143.8,86.13,294.42
Kabale,2023,4,22.52,13.73,125.7,80.9,297.76
Kagadi,2023,3,27.4,17.42,123.1,75.03,281.37
Bugiri,2017,10,27.49,18.16,133.9,79.9,324.09
Kasese,2023,12,28.84,18.54,97.5,65.74,326.09
Kagadi,2021,9,25.45,17.03,161.0,84.73,292.21
Mukono,2018,7,24.04,16.21,69.9,80.71,326.69
Dokolo,2022,4,29.62,18.62,237.3,74.87,279.03
Kagadi,2019,11,25.1,16.98,110.3,85.87,280.72
Kasese,2021,3,30.59,20.45,59.6,53.06,315.08
Kabale,2018,4,21.75,14.18,201.6,83.9,236.51
Kagadi,2021,4,27.96,17.59,109.0,75.47,309.85
Iganga,2021,3,28.14,18.44,111.1,76.39,328.55
Budaka,2021,6,27.07,17.54,93.3,77.17,323.73
Dokolo,2022,6,27.41,17.11,99.7,77.57,320.99
Kabale,2022,2,23.14,14.01,76.6,75.36,255.06
Bugiri,2021,4,25.96,18.48,271.2,84.87,295.76
Kagadi,2021,10,26.6,16.98,102.8,83.0,300.42
Budaka,2021,9,26.95,17.95,261.8,82.53,293.71
Rubirizi,2021,5,25.8,16.81,130.2,79.68,320.69
Bugiri,2021,6,26.11,17.29,84.0,80.0,320.86
Bugiri,2021,9,26.45,18.12,172.2,82.33,297.56
Kabale,2019,4,23.03,14.23,127.8,80.23,299.16
Kabale,2017,1,24.92,13.94,24.6,61.26,338.38
Kabale,2022,12,21.91,13.0,162.3,81.58,304.81
Rubirizi,2021,1,27.16,16.81,51.9,70.97,316.14
Budaka,2021,3,30.85,18.45,87.2,67.35,341.75
Kabale,2019,3,23.97,13.67,80.6,76.26,331.58
Rubirizi,2021,10,26.27,17.02,167.6,80.65,311.83
Kagadi,2023,2,31.47,18.92,8.1,46.0,293.53
Mukono,2021,8,26.91,16.6,67.4,74.94,338.56
Kasese,2021,8,29.85,19.82,66.6,55.61,314.92
Mityana,2023,12,25.89,17.59,60.7,84.26,305.78
Kasese,2018,9,29.48,19.27,98.8,58.23,321.35
Kaliro,2017,7,27.17,18.12,114.0,80.32,321.91
Kasese,2023,8,31.73,20.55,29.5,45.39,308.19
Kasese,2018,10,29.0,19.62,101.6,60.26,309.87
Rubirizi,2023,3,26.43,16.92,143.9,78.06,275.17
Kabale,2023,10,23.84,14.19,81.7,74.81,319.16
Budaka,2021,11,30.59,17.91,44.9,68.3,324.05
Kabale,2018,1,22.84,14.01,28.3,71.58,287.37
Kabale,2018,2,24.32,14.22,39.2,71.21,277.92
Mukono,2018,2,28.39,17.85,51.2,73.64,300.61
Kagadi,2023,4,26.88,17.11,122.4,81.33,282.44
Rubirizi,2021,11,26.23,16.65,122.6,79.0,299.55
Rubirizi,2021,2,29.6,17.9,28.3,59.61,289.78
Mityana,2023,11,25.02,17.68,184.6,86.27,255.87
Kasese,2018,6,28.62,19.33,64.0,55.63,305.97
Kabale,2018,11,22.49,13.28,101.5,81.4,307.04
Mukono,2021,12,27.03,17.73,135.4,79.1,301.33
Iganga,2021,6,26.04,17.32,80.5,79.93,319.09
Kabale,2023,2,24.17,13.76,53.3,68.18,281.35
Dokolo,2022,2,31.91,19.15,7.8,60.04,297.44
Mukono,2018,1,27.18,17.02,68.4,74.77,339.65
Kabale,2017,2,23.13,13.58,72.8,74.39,293.6
Mukono,2019,1,26.35,17.31,57.1,80.71,339.86
Mityana,2023,10,27.2,18.03,124.8,80.03,312.66
Kabale,2017,7,23.93,14.31,4.5,61.71,258.37
Kiboga,2023,4,27.47,18.04,139.0,77.97,278.02
Kasese,2023,5,29.18,19.54,122.7,61.35,325.15
Kabale,2023,3,22.96,13.93,215.2,80.65,252.6
Mukono,2019,2,28.48,17.7,59.4,76.36,305.17
Bugiri,2017,5,26.49,18.43,180.0,82.84,338.15
Dokolo,2019,2,33.35,19.5,23.1,49.96,308.78
Dokolo,2022,12,29.79,17.18,40.3,70.68,319.13
Kagadi,2023,7,29.89,17.25,24.4,60.35,326.02
Kabale,2022,3,23.77,13.8,99.3,74.03,310.46
Kagadi,2019,7,26.41,16.86,110.0,79.9,307.57
Rubirizi,2023,7,29.8,15.89,4.1,54.65,326.44
Kasese,2021,7,30.24,20.78,17.7,44.55,272.85
Kiboga,2023,9,29.25,17.75,86.1,73.5,310.47
Butebo,2022,1,31.95,18.51,77.0,55.32,311.39
Soroti,2023,1,32.54,17.46,2.5,47.71,339.84
Bugiri,2021,5,25.56,18.17,212.6,85.35,296.57
Kagadi,2021,6,30.05,18.03,19.6,59.2,319.73
Butebo,2022,2,32.3,19.43,16.3,59.43,302.68
Rubirizi,2023,2,29.4,17.64,19.0,58.39,291.5
Mukono,2019,9,25.33,16.79,139.9,87.17,295.86
Kasese,2018,7,30.45,20.16,19.8,43.0,324.09
Butebo,2022,3,34.01,19.94,42.0,57.32,333.22
Kagadi,2023,11,25.4,17.14,126.6,87.47,258.84
Dokolo,2019,8,27.39,17.79,149.8,82.68,328.77
Budaka,2021,4,27.18,18.35,290.2,83.83,310.14
Kabale,2018,3,22.99,13.71,167.8,80.32,283.93
Kaliro,2017,11,27.5,17.68,112.1,81.1,303.89
Kabale,2018,10,22.8,13.7,147.8,77.23,304.58
Mukono,2019,12,24.78,16.74,138.5,86.58,290.25
Bugiri,2017,6,26.99,18.23,80.1,79.87,327.5
Mukono,2022,2,27.35,18.15,60.1,76.96,279.66
Kasese,2023,3,28.48,19.02,120.5,64.42,283.67
Soroti,2023,11,29.3,17.69,167.0,74.9,307.22
Mukono,2022,10,27.24,16.95,107.1,79.52,317.02
Mukono,2021,4,24.87,17.98,198.4,85.27,271.32
Kagadi,2021,12,28.86,17.65,59.5,68.29,310.1
Kiboga,2022,12,27.46,16.94,42.0,72.45,303.91
Rubirizi,2023,6,26.98,16.47,69.3,73.87,295.06
Kagadi,2019,6,25.42,17.37,115.1,83.77,292.0
Kiboga,2019,11,25.91,17.56,102.1,82.53,279.95
Soroti,2019,6,26.18,17.69,208.4,85.93,296.97
Mukono,2018,9,25.84,16.75,92.8,84.4,311.81
Rubirizi,2023,1,27.56,16.17,8.5,64.1,335.07
Soroti,2019,12,27.41,17.63,97.6,77.39,316.15
Kasese,2018,8,29.3,19.65,88.3,57.74,288.52
Kabale,2019,10,21.79,13.6,200.8,83.0,294.96
Mukono,2018,4,23.94,17.28,222.3,88.73,204.03
Mukono,2019,8,24.73,16.94,130.9,87.03,309.49
Kiboga,2019,12,26.01,17.39,132.4,78.71,301.92
Bugiri,2017,1,32.52,18.44,26.9,56.74,349.45
Dokolo,2019,1,32.37,18.88,13.5,53.35,330.07
Rubirizi,2023,8,30.33,18.0,32.1,57.52,314.88
Kiboga,2019,4,29.17,19.17,94.8,69.97,312.53
Kagadi,2021,7,28.46,17.47,51.6,65.74,289.72
Dokolo,2019,4,30.45,19.31,95.2,74.2,315.19
Mukono,2018,3,25.43,17.83,167.2,84.45,278.3
Bugiri,2021,1,26.57,17.48,119.3,82.23,333.36
Kasese,2023,11,27.51,18.71,185.7,69.63,269.72
Bugiri,2021,7,26.32,16.99,52.2,74.48,331.36
Kasese,2021,1,29.74,20.02,15.4,53.61,317.83
Kaliro,2017,5,27.5,18.72,144.0,81.77,335.96
Mukono,2022,12,25.45,16.4,113.6,82.84,297.94
Kiboga,2019,9,27.04,17.64,136.3,81.07,298.32
Soroti,2019,1,32.8,18.8,12.6,48.13,339.35
Mukono,2018,6,24.02,16.06,115.5,85.83,298.86
Kamwenge,2021,4,26.93,16.94,143.7,76.53,309.87
Kasese,2023,9,29.42,18.9,78.3,63.67,312.22
Kasese,2023,6,28.87,19.85,38.2,58.63,283.5
Kabale,2018,6,22.47,13.52,9.2,66.33,311.04
Kiboga,2022,1,31.36,18.17,17.5,50.58,283.01
Kasese,2018,2,32.99,22.23,33.2,41.14,277.48
Soroti,2023,12,31.19,18.11,71.2,65.16,330.45
Kasese,2018,3,28.32,19.67,40.6,62.84,292.03
Kamwenge,2021,6,29.61,17.55,31.7,56.63,318.48
Kaliro,2017,6,28.07,18.5,51.7,78.33,324.29
Rubirizi,2021,9,25.97,16.87,175.1,80.03,292.95
Mukono,2022,4,25.96,18.12,150.9,81.67,263.77
Kasese,2018,12,28.65,19.25,55.4,60.16,302.34
Mukono,2019,3,28.27,18.21,73.4,76.55,340.92
Kasese,2018,1,31.14,21.15,1.9,40.52,316.72
Mukono,2019,7,24.7,16.58,108.8,86.19,312.32
Bugiri,2021,11,29.57,18.21,94.6,71.8,316.13
Dokolo,2019,6,26.72,18.07,208.5,85.0,290.24
Iganga,2021,11,28.76,18.15,93.5,74.3,312.05
Kaliro,2017,2,31.24,19.1,76.9,65.32,313.07
Rubirizi,2021,8,27.91,17.09,96.1,66.35,325.27
Mukono,2022,3,27.49,18.18,86.5,77.77,335.09
Kagadi,2019,4,29.81,18.77,88.5,69.37,313.74
Kamwenge,2021,2,30.69,18.83,29.5,57.25,279.61
Mukono,2019,6,24.58,17.04,150.5,88.83,280.88
Kabale,2023,7,24.5,14.38,0.1,52.52,316.71
Kiboga,2023,8,30.0,17.87,53.8,64.52,332.64
Rubirizi,2021,7,28.55,17.34,21.7,54.42,292.07
Iganga,2021,7,26.12,16.86,68.3,75.52,334.71
Kiboga,2023,2,33.11,19.17,1.7,45.82,285.57
Kagadi,2023,5,28.59,17.78,89.3,75.42,315.37
Kiboga,2022,8,27.15,17.09,163.5,73.39,287.09
Iganga,2021,8,27.3,17.36,91.0,76.06,329.32
Kiboga,2023,5,28.93,18.38,67.5,74.03,324.57
Butebo,2022,6,27.35,17.89,81.1,74.9,311.14
Mukono,2021,7,25.06,16.82,41.0,73.45,327.79
Butebo,2022,7,27.81,17.86,117.3,72.45,310.42
Kamwenge,2021,8,28.6,17.25,120.3,66.23,325.56
Dokolo,2019,12,27.99,17.77,208.3,76.97,312.31
Kabale,2019,7,23.09,13.74,23.9,67.19,304.88
Kabale,2023,6,23.55,14.49,19.2,67.5,302.01
Soroti,2023,5,29.72,17.94,71.0,73.55,337.9
Mityana,2023,3,26.18,17.13,120.6,79.84,271.24
Soroti,2023,2,34.25,19.08,6.2,41.89,305.59
Budaka,2021,2,30.88,18.45,13.6,63.57,303.77
Kagadi,2023,1,28.69,16.61,4.4,59.23,342.19
Dokolo,2019,7,27.15,17.79,110.0,81.97,334.39
Kagadi,2019,9,26.19,17.18,122.9,83.5,309.57
Kasese,2023,1,30.01,18.87,6.8,49.61,340.41
Kagadi,2019,10,24.92,17.03,185.3,87.03,293.78
Iganga,2021,9,26.39,18.07,155.9,82.5,292.42
Mityana,2023,5,25.9,17.6,65.3,82.97,320.32
Bugiri,2021,10,27.97,18.18,142.3,78.0,322.67
Kabale,2017,12,22.83,13.55,36.9,73.81,325.79
Mukono,2018,10,25.36,17.34,132.8,84.94,281.78
Mukono,2022,11,25.19,16.99,174.1,84.87,245.18
Kiboga,2023,1,31.8,17.47,5.7,48.45,317.77
Soroti,2019,3,33.63,19.17,31.3,50.35,348.67
Kabale,2018,9,22.87,12.93,64.6,75.13,308.34
Dokolo,2022,5,28.35,18.2,157.2,80.06,314.35
Kabale,2023,8,25.69,14.92,8.2,54.77,305.82
Kasese,2021,4,29.61,19.9,48.8,57.37,312.4
Mukono,2022,6,24.64,16.47,63.7,79.97,315.23
Kabale,2018,7,22.84,13.29,6.7,59.19,301.71
Kagadi,2023,12,26.67,16.68,80.3,80.32,326.83
Kaliro,2017,3,30.05,19.39,82.4,73.61,341.69
Kiboga,2022,2,32.23,19.34,16.5,52.36,262.98
Kabale,2022,11,21.99,13.77,157.5,81.03,270.91
Dokolo,2022,3,32.39,19.03,56.7,62.84,326.62
Mukono,2019,11,24.76,17.27,238.6,88.0,257.54
Bugiri,2017,8,26.39,17.83,139.6,80.58,332.91
Mukono,2018,8,24.98,15.94,113.2,84.52,303.14
Mukono,2019,5,24.38,18.01,190.3,88.81,274.18
Bugiri,2017,4,27.95,19.01,222.8,78.5,311.86
Mityana,2023,4,24.9,17.39,153.0,85.03,250.46
Rubirizi,2023,10,26.97,16.48,112.0,77.9,309.98
Mityana,2023,1,28.26,16.28,14.9,69.29,339.02
Bugiri,2017,7,26.25,17.57,121.9,80.19,327.47
Butebo,2022,4,30.16,19.24,254.1,72.83,283.31
Mukono,2018,5,23.89,17.38,128.4,87.52,293.95
Soroti,2019,9,27.84,17.79,105.3,80.7,330.57
Rubirizi,2023,11,24.93,16.35,190.8,84.53,271.69
Kasese,2021,9,28.49,19.12,164.8,67.73,300.19
Kasese,2021,12,28.84,19.42,106.2,59.55,312.22
Kasese,2023,10,29.34,18.97,195.1,61.23,301.19
Kiboga,2023,10,28.2,18.17,185.0,78.39,300.31
Kabale,2022,6,22.37,13.6,3.5,63.57,300.15
Soroti,2023,8,30.29,17.6,109.3,64.74,343.51
Soroti,2019,10,26.94,17.44,330.7,85.1,326.6
Kagadi,2023,10,26.18,17.02,141.9,83.81,279.93
Kabale,2019,6,22.34,14.47,46.2,73.7,277.01
Mukono,2019,10,24.24,17.25,216.5,89.71,268.23
Iganga,2021,2,27.88,18.05,50.4,75.93,292.24
Kiboga,2019,2,32.83,19.59,22.7,52.21,305.38
Kiboga,2022,3,31.97,19.11,60.7,58.13,332.33
Mukono,2022,9,26.15,16.26,144.0,83.17,309.69
Kaliro,2017,1,33.2,18.37,11.4,52.87,349.69
Kaliro,2017,9,27.51,18.1,168.1,82.7,311.67
Soroti,2023,10,30.13,18.13,210.7,73.65,317.15
Kasese,2021,6,30.36,20.7,10.0,44.8,319.93
Kabale,2019,5,21.88,14.67,86.5,83.9,322.5
Kagadi,2019,1,30.65,18.17,14.8,58.77,338.85
Kabale,2017,4,22.33,14.1,63.0,77.9,331.79
Butebo,2022,10,29.91,18.29,106.7,71.06,312.0
Rubirizi,2023,4,26.2,16.44,138.8,79.63,294.73
Kasese,2021,10,28.7,19.21,197.2,66.03,313.35
Kiboga,2022,11,25.96,17.15,188.1,83.23,254.93
Kiboga,2022,6,28.5,17.46,33.8,65.37,305.96
Kasese,2021,11,28.47,19.0,115.9,63.07,299.53
Kagadi,2023,9,27.15,16.91,114.1,82.1,303.99
Bugiri,2021,12,29.04,18.38,143.9,72.9,321.35
Kabale,2017,3,23.36,13.45,94.9,77.48,322.22
Kiboga,2023,6,28.33,17.72,95.1,73.77,289.26
Kamwenge,2021,12,27.23,17.08,105.1,75.97,307.91
Kagadi,2023,6,27.72,17.42,99.9,76.8,286.75
Mukono,2021,11,28.17,17.74,70.2,73.73,300.7
Iganga,2021,1,26.18,17.54,81.9,83.58,333.37
Iganga,2021,10,27.5,17.97,141.7,80.03,315.78
Kabale,2023,1,22.49,12.78,41.9,72.16,323.73
Kiboga,2023,12,28.46,17.58,47.4,72.52,321.01
Soroti,2023,4,29.64,18.39,158.4,73.17,293.99
Kagadi,2021,3,29.96,18.49,76.0,63.52,324.44
Dokolo,2019,3,32.7,19.46,41.2,56.68,343.77
Iganga,2021,4,25.77,18.47,187.4,85.63,295.09
Kaliro,2017,8,27.15,18.15,196.9,80.45,332.36
Kiboga,2023,11,26.62,18.05,177.9,81.2,267.43
Kagadi,2023,8,28.26,17.36,102.0,74.39,323.02
Kaliro,2017,12,29.44,18.09,20.6,71.45,339.08
Kiboga,2022,7,29.22,17.84,22.7,56.26,305.12
Kiboga,2019,5,27.21,18.64,90.7,78.0,326.87
Mukono,2021,10,27.38,17.32,112.2,79.16,320.14
Iganga,2021,5,25.34,17.97,149.2,85.97,292.63
Rubirizi,2021,4,26.32,16.68,145.5,79.07,302.19
Kabale,2023,11,22.32,13.83,149.9,82.87,268.71
Kabale,2023,12,22.94,13.84,114.3,81.39,305.48
Kiboga,2019,7,27.16,17.16,89.7,77.48,316.05
Kabale,2022,9,22.9,13.37,91.1,75.9,299.17
Kabale,2017,9,23.23,14.07,75.4,74.83,291.41
Soroti,2019,8,26.88,17.58,149.5,82.45,329.57
Budaka,2021,8,27.69,17.61,133.1,75.19,333.16
Kiboga,2022,10,28.49,17.41,86.8,75.13,297.37
Soroti,2019,5,27.93,18.61,263.2,82.77,326.26
Kasese,2018,11,29.29,19.52,101.2,58.43,317.47
Kagadi,2021,5,26.93,17.33,92.5,78.19,311.84
Mukono,2021,9,25.76,17.36,127.0,82.07,278.82
Soroti,2023,6,28.79,17.92,116.7,74.57,322.08
Kamwenge,2021,5,26.75,17.18,90.3,75.81,317.63
Dokolo,2022,8,27.35,16.97,176.0,80.16,303.47
Kamwenge,2021,10,27.32,16.86,182.3,80.23,315.25
Rubirizi,2021,12,26.23,16.66,96.0,78.19,314.24
Kabale,2022,7,23.63,13.85,12.2,55.77,294.3
Bugiri,2021,2,28.34,18.03,36.8,73.5,295.83
Kaliro,2017,10,28.11,18.29,156.2,80.55,325.97
Bugiri,2017,11,26.8,17.73,165.2,80.87,307.4
Kabale,2019,8,23.49,13.96,48.6,68.87,305.52
Kabale,2018,12,21.87,13.09,152.1,83.06,287.42
Kabale,2018,8,23.04,13.64,85.6,68.45,269.92
Budaka,2021,7,26.9,17.38,76.0,74.87,313.06
Kasese,2023,4,28.24,19.17,192.2,64.27,290.0
Soroti,2023,3,29.81,18.16,224.4,69.81,295.0
Mityana,2023,7,26.9,16.87,26.9,68.84,339.23
Mukono,2018,12,25.22,17.22,123.2,85.26,301.71
Kabale,2018,5,21.69,14.4,45.1,78.32,322.54
Kabale,2017,10,23.4,13.64,138.0,76.19,320.56
Kiboga,2019,6,26.56,17.81,160.0,79.9,292.16
Dokolo,2019,5,27.67,18.71,252.8,85.32,315.13
Kabale,2022,4,22.87,13.85,104.5,77.4,286.67
Kagadi,2021,1,29.75,18.41,18.6,57.45,311.76
Kagadi,2019,3,31.55,19.13,27.3,55.39,338.06
Butebo,2022,5,28.27,18.48,136.3,78.1,311.19
Budaka,2021,5,26.41,18.33,206.1,84.68,298.05
Kiboga,2022,5,27.99,18.16,129.0,74.94,317.25
Bugiri,2021,8,27.22,17.48,120.2,75.84,325.77
Soroti,2019,2,34.12,19.4,13.7,42.79,314.62
Budaka,2021,10,28.69,17.92,169.3,77.39,323.32
Mityana,2023,6,26.26,17.44,62.6,79.07,305.03
Kiboga,2022,4,28.74,18.32,104.9,71.4,294.77
Dokolo,2019,9,28.16,17.99,128.6,80.8,322.45
Soroti,2023,7,29.1,17.48,29.8,66.52,344.32
Kiboga,2019,3,32.5,19.65,19.0,55.06,342.24
Rubirizi,2023,9,27.66,16.97,100.9,76.5,311.24
Kiboga,2023,3,29.18,18.05,131.5,69.68,285.93
Bugiri,2017,9,26.57,17.96,193.0,82.37,306.02
Rubirizi,2023,5,27.19,16.49,130.2,78.39,335.79
Kiboga,2019,10,25.26,17.63,214.0,86.32,282.81
Kabale,2022,10,23.52,13.66,57.8,73.97,316.59
Mukono,2021,6,24.83,16.97,56.5,80.17,316.75
Kabale,2017,8,23.23,14.71,18.2,67.06,266.13
Kabale,2022,1,22.98,13.85,90.3,72.68,279.37
Kabale,2019,12,22.31,14.02,155.3,83.0,304.08
Kiboga,2023,7,30.24,17.98,30.0,57.65,326.53
Mukono,2021,2,27.39,17.48,59.2,74.54,288.92
Mukono,2018,11,25.64,17.57,181.9,86.13,293.78
Bugiri,2021,3,28.93,18.43,122.0,73.84,331.33
Kasese,2018,5,28.14,19.39,75.7,60.23,320.87
Kamwenge,2021,7,29.26,18.01,36.2,52.71,296.94
Kamwenge,2021,9,26.9,16.81,175.5,79.2,295.91
Butebo,2022,12,28.06,17.62,86.4,75.74,322.63
Kiboga,2022,9,27.24,16.67,112.1,79.77,305.2
Kabale,2017,5,22.29,14.76,38.4,74.32,318.95
Butebo,2022,9,28.11,17.75,91.6,77.5,322.23
Dokolo,2022,7,27.46,17.23,100.1,74.35,329.28
Dokolo,2022,9,28.64,16.95,140.3,77.87,320.15
Kagadi,2019,2,31.84,19.26,17.3,52.75,302.34
Kiboga,2019,8,26.8,17.45,99.9,79.52,312.74
Kagadi,2021,2,31.45,19.49,12.4,45.89,294.44
Dokolo,2019,11,28.12,18.11,165.3,78.63,303.03
Kabale,2022,8,23.1,13.88,84.7,69.45,269.99
Dokolo,2022,10,29.98,17.84,107.5,71.71,324.31
Mukono,2022,1,28.73,16.83,36.4,67.81,311.74
Mukono,2022,5,24.82,17.24,153.3,85.68,302.47
Budaka,2021,1,29.12,17.74,38.5,73.42,342.99
Rubirizi,2023,12,26.61,16.74,73.6,79.97,323.5
Kabale,2023,5,23.14,14.39,67.3,75.42,324.54
Kasese,2018,4,27.08,19.33,86.4,68.13,251.0
Kamwenge,2021,3,28.81,17.85,84.4,67.68,321.23
Dokolo,2022,11,28.7,17.61,99.2,78.23,282.87
Soroti,2023,9,29.04,17.72,143.6,75.0,321.71
Kabale,2022,5,22.82,14.08,46.1,75.0,323.74
Bugiri,2017,12,29.29,18.38,64.6,70.29,339.78
Kagadi,2019,8,26.62,17.28,107.7,80.58,306.49
Kabale,2019,2,23.87,14.12,55.9,73.46,292.39
Soroti,2019,4,31.12,19.33,105.4,68.37,322.37
Kasese,2021,5,27.97,19.59,73.8,63.26,312.52
Kabale,2019,9,23.38,13.68,115.9,76.87,305.61
Kabale,2017,6,23.68,14.6,1.6,59.73,293.87
Kabale,2017,11,22.05,12.95,100.4,79.8,305.88
Kabale,2023,9,24.34,13.85,140.6,75.67,296.45
Kabale,2019,1,23.2,13.39,77.5,76.39,323.05
Kamwenge,2021,11,27.21,16.82,140.8,78.83,300.54
Dokolo,2019,10,27.18,17.72,299.3,84.81,315.89
Kagadi,2021,11,27.62,16.92,62.2,75.97,301.1
Butebo,2022,11,27.83,18.26,199.1,78.93,284.01
Kasese,2023,7,31.41,19.72,9.0,40.19,329.35
Mityana,2023,2,29.16,17.84,40.6,67.04,290.22
Mukono,2022,8,25.93,16.25,114.3,76.77,290.6
Soroti,2019,11,27.54,17.72,183.5,78.57,307.18
Kamwenge,2017,4,27.84,17.83,90.9,69.33,323.75
Kitgum,2023,10,31.92,19.91,152.9,68.29,300.85
Kamwenge,2018,12,26.57,16.41,103.1,79.03,302.57
Kagadi,2018,4,25.26,17.46,147.7,86.0,239.99
Kwania,2022,10,29.44,18.36,68.1,70.16,324.14
Kasese,2017,11,28.21,18.85,81.3,62.33,301.02
Kagadi,2017,4,28.26,18.47,116.7,69.97,324.81
Kitgum,2023,5,31.51,19.66,38.5,67.74,329.6
